term,coef,ols_se,ols_p,hac_se,hac_p,ci_low,ci_high,n_months,r_squared
const,1.3628021226518399,0.00145249036417791,6.275419795874426e-185,0.0009300731271136227,9.727792505073409e-203,1.3609549171403155,1.3646493281633643,96,0.8358232147558029
time,-0.00033128517903906153,4.318987603264233e-05,1.7354414403961926e-11,2.793429165876741e-05,3.100159848856507e-20,-0.0003867650934762616,-0.0002758052646018615,96,0.8358232147558029
post_gpt,0.0036236020539185676,0.002352446763821809,0.12690657474680067,0.0024348876980446413,0.14011769528698906,-0.0012122950864805297,0.008459499194317665,96,0.8358232147558029
time_after_gpt,-0.0004942797071578551,9.711889575848288e-05,1.8926067183197942e-06,0.00010531993447514486,9.343635664979775e-06,-0.0007034541879211299,-0.0002851052263945803,96,0.8358232147558029
