label,outcome,coef,se,p_cat,ci_low,ci_high,n_cat,n_cells
shiftshare_leaveout,dist_leaveout,-0.0004934206655567448,0.00034098608701269224,0.14788559093298814,-0.0011617411153308625,0.00017489978421737307,100,8121
shiftshare_full,dist_all,-0.0014920173720617833,0.0005299822536031849,0.004874364295621122,-0.002530763501569399,-0.0004532712425541676,100,8121
shiftshare_leaveout_drop_cs,dist_leaveout,-0.0007569248146110252,0.0006409761000194902,0.23764484512751494,-0.0020132148856001693,0.000499365256378119,68,5550
shiftshare_leaveout_drop_aiheavy,dist_leaveout,-0.0005909874005254632,0.0003482804559920029,0.0897208374147422,-0.0012736045507889763,9.162974973804972e-05,95,7699
