primary_category,macro_field,rows,pre_rows,post_rows,observed_genai_marker_share,arxiv_macro_field,n_respondents,mean_frequency_score,share_any_use,share_weekly_or_daily,share_use_research,share_use_code,share_use_manuscripts,share_use_review,share_use_literature,share_use_scientific_search,share_use_brainstorm,nature_frequency_z,nature_any_use_z,nature_weekly_z,nature_research_writing_raw,nature_research_writing_z,n_pre_papers,text_writing_share,code_computation_share,ai_ml_method_share,literature_synthesis_share,pre_task_supported,text_writing_z,code_computation_z,ai_ml_method_z,literature_synthesis_z,pre_task_fit_raw,pre_task_fit_z,pre_ai_ml_z,ai_heavy_category,exposure_claim_role
math.AP,math,4800,2950,1850,0.00020833333333333335,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,2950,0.06508474576271187,0.20813559322033898,0.007457627118644068,0.03016949152542373,True,-0.003913599510425973,-0.7911718551536634,-0.8405622607806211,-0.9233078405152277,-1.7183932951793173,-0.8111042644709515,-0.8405622607806211,False,primary_external_adoption
math.AT,math,4313,2575,1738,0.0006955715279387897,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,2575,0.04349514563106796,0.1366990291262136,0.010097087378640776,0.037281553398058255,True,-0.24475722698941355,-1.0888990492801673,-0.8234464779749505,-0.7707835683703297,-2.1044398446399106,-0.9933233195791178,-0.8234464779749505,False,primary_external_adoption
math.CA,math,4800,2950,1850,0.00020833333333333335,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,2950,0.03661016949152542,0.04372881355932203,0.001694915254237288,0.03593220338983051,True,-0.32156284721594436,-1.476372351909837,-0.8779310085271664,-0.7997215376342853,-2.597656736760067,-1.2261281877254533,-0.8779310085271664,False,primary_external_adoption
math.CO,math,4800,2950,1850,0.00020833333333333335,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,2950,0.03491525423728813,0.08169491525423729,0.003389830508474576,0.02135593220338983,True,-0.340470540531749,-1.3181404846176896,-0.8669402003664177,-1.1123221860978454,-2.770933211247284,-1.3079169655234997,-0.8669402003664177,False,primary_external_adoption
math.CT,math,2543,1408,1135,0.00039323633503735744,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,1408,0.09801136363636363,0.06747159090909091,0.007102272727272727,0.046875,True,0.36340057217177696,-1.3774192377622556,-0.8428665836279599,-0.5650438705827902,-1.5790625361732689,-0.7453383114037363,-0.8428665836279599,False,primary_external_adoption
math.CV,math,4596,2803,1793,0.0,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,2803,0.022119158044951837,0.03317873706742776,0.0010702818408847663,0.024616482340349626,True,-0.4832178913738451,-1.5203420572222734,-0.8819814918771677,-1.0423968894204811,-3.0459568380165996,-1.4377317390847415,-0.8819814918771677,False,primary_external_adoption
math.DG,math,4800,2950,1850,0.0004166666666666667,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,2950,0.02406779661016949,0.05016949152542373,0.001016949152542373,0.03491525423728813,True,-0.4614797777528989,-1.4495294458513477,-0.8823273317914657,-0.8215308852015105,-2.732540108805757,-1.2897949155807111,-0.8823273317914657,False,primary_external_adoption
math.DS,math,4800,2950,1850,0.0004166666666666667,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,2950,0.055254237288135596,0.11050847457627119,0.01864406779661017,0.03830508474576271,True,-0.11357822074209299,-1.198053799619185,-0.7680229269196802,-0.7488330599774268,-2.060465080338705,-0.9725666517348738,-0.7680229269196802,False,primary_external_adoption
math.FA,math,4800,2950,1850,0.0,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,2950,0.0688135593220339,0.04,0.008813559322033898,0.03627118644067796,True,0.03768332578434425,-1.4919129817331729,-0.8317696142520222,-0.792451755111877,-2.2466814110607056,-1.060463212077881,-0.8317696142520222,False,primary_external_adoption
math.GM,math,2267,1256,1011,0.0,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,1256,0.03503184713375796,0.07882165605095541,0.005573248407643312,0.044585987261146494,True,-0.33916988392148983,-1.3301154082641309,-0.8527816592803579,-0.6141337137501277,-2.283419005935748,-1.077803840648271,-0.8527816592803579,False,primary_external_adoption
math.GN,math,1750,1084,666,0.0,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,1084,0.03136531365313653,0.016605166051660517,0.0018450184501845018,0.03966789667896679,True,-0.3800720413658845,-1.5894159671695538,-0.8769576528228934,-0.7196063881760839,-2.689094396711522,-1.2692879673451305,-0.8769576528228934,False,primary_external_adoption
math.GR,math,4793,2943,1850,0.0,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,2943,0.05368671423717295,0.047910295616717634,0.0006795786612300374,0.023445463812436288,True,-0.13106478535879612,-1.458945129085985,-0.8845150366574416,-1.0675103870020213,-2.6575203014468025,-1.2543845785878125,-0.8845150366574416,False,primary_external_adoption
math.GT,math,4787,2939,1848,0.0,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,2939,0.044232732221844165,0.0700918679823069,0.001701258931609391,0.024838380401497107,True,-0.23652905096858817,-1.3664986713725464,-0.8778898724639584,-1.0376380950127566,-2.6406658173538915,-1.2464290401429354,-0.8778898724639584,False,primary_external_adoption
math.HO,math,1673,970,703,0.007770472205618649,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,970,0.12783505154639174,0.11958762886597939,0.007216494845360825,0.0979381443298969,True,0.6960998874557358,-1.1602144778937615,-0.8421259015292637,0.5300490942738769,0.0659345038358512,0.0311219540876147,-0.8421259015292637,False,primary_external_adoption
math.KT,math,945,597,348,0.0,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,597,0.04020100502512563,0.04355108877721943,0.0,0.031825795644891124,True,-0.28150514117602854,-1.4771130580366383,-0.888921816687915,-0.8877869768337113,-2.646405176046378,-1.2491380930261513,-0.888921816687915,False,primary_external_adoption
math.LO,math,4688,2852,1836,0.0004266211604095563,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,2852,0.135343618513324,0.042426367461430574,0.004908835904628331,0.038920056100981766,True,0.7798619995123784,-1.481800575217376,-0.8570900931928996,-0.7356444713480647,-1.4375830470530622,-0.6785581294264803,-0.8570900931928996,False,primary_external_adoption
math.MG,math,3096,1891,1205,0.0,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,1891,0.03966155473294553,0.06398730830248546,0.0021152829190904283,0.035430988894764676,True,-0.2875229999793894,-1.3919407324220714,-0.8752051021139505,-0.810470512744097,-2.489934245145558,-1.1752817531094204,-0.8752051021139505,False,primary_external_adoption
math.NA,math,4800,2950,1850,0.0004166666666666667,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,2950,0.030508474576271188,0.40271186440677964,0.062033898305084746,0.060677966101694916,True,-0.38963054315284107,0.019766464718591493,-0.4866582380045157,-0.2690274134984742,-0.6388914919327238,-0.3015651976148828,-0.4866582380045157,False,primary_external_adoption
math.NT,math,4800,2950,1850,0.000625,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,2950,0.03762711864406779,0.0640677966101695,0.001016949152542373,0.022372881355932205,True,-0.3102182312264616,-1.3916052801461867,-0.8823273317914657,-1.0905128385306202,-2.7923363499032687,-1.3180195288223868,-0.8823273317914657,False,primary_external_adoption
math.OA,math,3143,1853,1290,0.0,math,75.0,0.3175675675675675,0.6533333333333333,0.16,0.12,0.12,0.1333333333333333,0.08,0.0933333333333333,0.16,0.1733333333333333,-0.16520426464076002,-0.41171235590318694,-0.10687462978466984,0.12999999999999998,-0.8625596711998887,1853,0.04371289800323799,0.028602266594711278,0.0021586616297895305,0.032379924446842956,True,-0.2423280818970634,-1.5394154789373686,-0.8749238095322934,-0.8759032089889135,-2.6576467698233457,-1.2544442733269752,-0.8749238095322934,False,primary_external_adoption
