row_id,topic_cluster
2741,-1
2742,-1
2743,-1
2744,-1
2745,-1
2746,3
2747,-1
2748,-1
2749,-1
2750,3
2752,-1
2754,3
2757,-1
2758,-1
2760,-1
2761,3
2762,3
2764,-1
2766,-1
2769,-1
2770,3
2771,-1
2772,-1
2773,3
2775,-1
2776,-1
2780,-1
2783,3
2785,-1
2786,3
2787,-1
2788,-1
2789,-1
2791,-1
2792,-1
2793,3
2794,3
2796,-1
2799,-1
2800,-1
2803,-1
2804,-1
2806,-1
2807,-1
2814,-1
2817,3
2818,3
2819,3
2820,-1
2822,-1
2823,-1
2825,-1
2826,-1
2827,-1
2828,-1
2831,3
2833,-1
2835,3
2836,3
2838,-1
2840,-1
2841,-1
2842,-1
2843,0
2844,3
2847,3
2848,3
2849,-1
2850,-1
2851,-1
2852,-1
2855,3
2857,3
2859,3
2860,3
2862,3
2863,-1
2864,-1
2866,-1
2868,2
2870,3
2871,-1
2873,3
2874,-1
2876,-1
2877,-1
2881,-1
2882,3
2888,-1
2889,3
2890,-1
2891,-1
2894,-1
2895,-1
2896,3
2898,-1
2899,3
2901,-1
2903,-1
2904,-1
2906,3
2908,-1
2910,-1
2911,3
2912,-1
2914,-1
2915,-1
2916,-1
2917,-1
2918,-1
2920,-1
2921,-1
2922,3
2923,-1
2925,3
2927,-1
2928,3
2929,-1
2931,-1
2933,3
2934,1
2935,-1
2937,3
2938,-1
2939,3
2940,-1
2941,-1
2943,-1
2944,-1
2945,-1
2946,3
2947,-1
2948,-1
2949,-1
2951,-1
2959,-1
2960,-1
2962,3
2963,-1
2965,-1
2966,3
2969,3
2970,3
2971,3
2972,-1
2973,-1
2974,-1
2976,-1
2978,-1
2979,3
2980,3
2981,-1
2982,-1
2983,3
2987,-1
2988,-1
2989,-1
2990,-1
2991,-1
2993,-1
2995,3
2996,-1
2997,-1
2999,-1
3000,-1
3001,-1
3002,-1
3003,-1
3004,-1
3008,-1
3009,-1
3010,-1
3011,-1
3012,3
