primary_category,macro_field,submission_month,raw_n,selected_n
physics.hist-ph,physics,2018-06,10,10
physics.hist-ph,physics,2018-07,13,13
physics.hist-ph,physics,2018-08,13,13
physics.hist-ph,physics,2018-09,18,18
physics.hist-ph,physics,2018-10,21,21
physics.hist-ph,physics,2018-11,13,13
physics.hist-ph,physics,2018-12,18,18
physics.hist-ph,physics,2019-01,14,14
physics.hist-ph,physics,2019-02,14,14
physics.hist-ph,physics,2019-03,13,13
physics.hist-ph,physics,2019-04,14,14
physics.hist-ph,physics,2019-05,11,11
physics.hist-ph,physics,2019-06,18,18
physics.hist-ph,physics,2019-07,22,22
physics.hist-ph,physics,2019-08,12,12
physics.hist-ph,physics,2019-09,21,21
physics.hist-ph,physics,2019-10,20,20
physics.hist-ph,physics,2019-11,9,9
physics.hist-ph,physics,2019-12,20,20
physics.hist-ph,physics,2020-01,26,26
physics.hist-ph,physics,2020-02,15,15
physics.hist-ph,physics,2020-03,17,17
physics.hist-ph,physics,2020-04,21,21
physics.hist-ph,physics,2020-05,20,20
physics.hist-ph,physics,2020-06,28,28
physics.hist-ph,physics,2020-07,25,25
physics.hist-ph,physics,2020-08,19,19
physics.hist-ph,physics,2020-09,22,22
physics.hist-ph,physics,2020-10,16,16
physics.hist-ph,physics,2020-11,21,21
physics.hist-ph,physics,2020-12,18,18
physics.hist-ph,physics,2021-01,15,15
physics.hist-ph,physics,2021-02,9,9
physics.hist-ph,physics,2021-03,43,43
physics.hist-ph,physics,2021-04,18,18
physics.hist-ph,physics,2021-05,13,13
physics.hist-ph,physics,2021-06,10,10
physics.hist-ph,physics,2021-07,14,14
physics.hist-ph,physics,2021-08,11,11
physics.hist-ph,physics,2021-09,12,12
physics.hist-ph,physics,2021-10,26,26
physics.hist-ph,physics,2021-11,13,13
physics.hist-ph,physics,2021-12,16,16
physics.hist-ph,physics,2022-01,18,18
physics.hist-ph,physics,2022-02,13,13
physics.hist-ph,physics,2022-03,21,21
physics.hist-ph,physics,2022-04,20,20
physics.hist-ph,physics,2022-05,18,18
physics.hist-ph,physics,2022-06,15,15
physics.hist-ph,physics,2022-07,5,5
physics.hist-ph,physics,2022-08,17,17
physics.hist-ph,physics,2022-09,12,12
physics.hist-ph,physics,2022-10,13,13
physics.hist-ph,physics,2022-11,16,16
physics.hist-ph,physics,2022-12,14,14
physics.hist-ph,physics,2023-01,16,16
physics.hist-ph,physics,2023-02,19,19
physics.hist-ph,physics,2023-03,18,18
physics.hist-ph,physics,2023-04,15,15
physics.hist-ph,physics,2023-05,13,13
physics.hist-ph,physics,2023-06,9,9
physics.hist-ph,physics,2023-07,24,24
physics.hist-ph,physics,2023-08,17,17
physics.hist-ph,physics,2023-09,22,22
physics.hist-ph,physics,2023-10,15,15
physics.hist-ph,physics,2023-11,19,19
physics.hist-ph,physics,2023-12,8,8
physics.hist-ph,physics,2024-01,16,16
physics.hist-ph,physics,2024-02,16,16
physics.hist-ph,physics,2024-03,28,28
physics.hist-ph,physics,2024-04,23,23
physics.hist-ph,physics,2024-05,9,9
physics.hist-ph,physics,2024-06,8,8
physics.hist-ph,physics,2024-07,21,21
physics.hist-ph,physics,2024-08,9,9
physics.hist-ph,physics,2024-09,14,14
physics.hist-ph,physics,2024-10,27,27
physics.hist-ph,physics,2024-11,14,14
physics.hist-ph,physics,2024-12,14,14
physics.hist-ph,physics,2025-01,11,11
physics.hist-ph,physics,2025-02,12,12
physics.hist-ph,physics,2025-03,20,20
physics.hist-ph,physics,2025-04,11,11
physics.hist-ph,physics,2025-05,27,27
physics.hist-ph,physics,2025-06,11,11
physics.hist-ph,physics,2025-07,21,21
physics.hist-ph,physics,2025-08,16,16
physics.hist-ph,physics,2025-09,21,21
physics.hist-ph,physics,2025-10,16,16
physics.hist-ph,physics,2025-11,20,20
physics.hist-ph,physics,2025-12,25,25
physics.ins-det,physics,2018-01,79,50
physics.ins-det,physics,2018-02,69,50
physics.ins-det,physics,2018-03,87,50
physics.ins-det,physics,2018-04,87,50
physics.ins-det,physics,2018-05,82,50
physics.ins-det,physics,2018-06,196,50
physics.ins-det,physics,2018-07,100,50
physics.ins-det,physics,2018-08,79,50
physics.ins-det,physics,2018-09,83,50
physics.ins-det,physics,2018-10,81,50
physics.ins-det,physics,2018-11,78,50
physics.ins-det,physics,2018-12,97,50
physics.ins-det,physics,2019-01,87,50
physics.ins-det,physics,2019-02,64,50
physics.ins-det,physics,2019-03,92,50
physics.ins-det,physics,2019-04,91,50
physics.ins-det,physics,2019-05,73,50
physics.ins-det,physics,2019-06,72,50
physics.ins-det,physics,2019-07,75,50
physics.ins-det,physics,2019-08,80,50
physics.ins-det,physics,2019-09,95,50
physics.ins-det,physics,2019-10,125,50
physics.ins-det,physics,2019-11,99,50
physics.ins-det,physics,2019-12,95,50
physics.ins-det,physics,2020-01,73,50
physics.ins-det,physics,2020-02,114,50
physics.ins-det,physics,2020-03,116,50
physics.ins-det,physics,2020-04,115,50
physics.ins-det,physics,2020-05,127,50
physics.ins-det,physics,2020-06,113,50
physics.ins-det,physics,2020-07,90,50
physics.ins-det,physics,2020-08,65,50
physics.ins-det,physics,2020-09,89,50
physics.ins-det,physics,2020-10,107,50
physics.ins-det,physics,2020-11,89,50
physics.ins-det,physics,2020-12,83,50
physics.ins-det,physics,2021-01,74,50
physics.ins-det,physics,2021-02,76,50
physics.ins-det,physics,2021-03,92,50
physics.ins-det,physics,2021-04,72,50
physics.ins-det,physics,2021-05,91,50
physics.ins-det,physics,2021-06,83,50
physics.ins-det,physics,2021-07,96,50
physics.ins-det,physics,2021-08,59,50
physics.ins-det,physics,2021-09,84,50
physics.ins-det,physics,2021-10,86,50
physics.ins-det,physics,2021-11,110,50
physics.ins-det,physics,2021-12,133,50
physics.ins-det,physics,2022-01,89,50
physics.ins-det,physics,2022-02,110,50
physics.ins-det,physics,2022-03,136,50
physics.ins-det,physics,2022-04,71,50
physics.ins-det,physics,2022-05,88,50
physics.ins-det,physics,2022-06,74,50
physics.ins-det,physics,2022-07,60,50
physics.ins-det,physics,2022-08,68,50
physics.ins-det,physics,2022-09,106,50
physics.ins-det,physics,2022-10,91,50
physics.ins-det,physics,2022-11,90,50
physics.ins-det,physics,2022-12,93,50
physics.ins-det,physics,2023-01,80,50
physics.ins-det,physics,2023-02,77,50
physics.ins-det,physics,2023-03,87,50
physics.ins-det,physics,2023-04,61,50
physics.ins-det,physics,2023-05,65,50
physics.ins-det,physics,2023-06,57,50
physics.ins-det,physics,2023-07,63,50
physics.ins-det,physics,2023-08,60,50
physics.ins-det,physics,2023-09,71,50
physics.ins-det,physics,2023-10,77,50
physics.ins-det,physics,2023-11,90,50
physics.ins-det,physics,2023-12,58,50
physics.ins-det,physics,2024-01,82,50
physics.ins-det,physics,2024-02,91,50
physics.ins-det,physics,2024-03,73,50
physics.ins-det,physics,2024-04,54,50
physics.ins-det,physics,2024-05,72,50
physics.ins-det,physics,2024-06,94,50
physics.ins-det,physics,2024-07,80,50
physics.ins-det,physics,2024-08,54,50
physics.ins-det,physics,2024-09,81,50
physics.ins-det,physics,2024-10,90,50
physics.ins-det,physics,2024-11,79,50
physics.ins-det,physics,2024-12,78,50
physics.ins-det,physics,2025-01,85,50
physics.ins-det,physics,2025-02,90,50
physics.ins-det,physics,2025-03,131,50
physics.ins-det,physics,2025-04,79,50
physics.ins-det,physics,2025-05,88,50
physics.ins-det,physics,2025-06,85,50
physics.ins-det,physics,2025-07,74,50
physics.ins-det,physics,2025-08,74,50
physics.ins-det,physics,2025-09,113,50
physics.ins-det,physics,2025-10,115,50
physics.ins-det,physics,2025-11,114,50
physics.ins-det,physics,2025-12,119,50
physics.med-ph,physics,2018-01,20,20
physics.med-ph,physics,2018-02,27,27
physics.med-ph,physics,2018-03,30,30
physics.med-ph,physics,2018-04,32,32
physics.med-ph,physics,2018-05,25,25
physics.med-ph,physics,2018-06,33,33
physics.med-ph,physics,2018-07,23,23
physics.med-ph,physics,2018-08,23,23
physics.med-ph,physics,2018-09,39,39
physics.med-ph,physics,2018-10,26,26
physics.med-ph,physics,2018-11,41,41
physics.med-ph,physics,2018-12,33,33
physics.med-ph,physics,2019-01,35,35
physics.med-ph,physics,2019-02,39,39
physics.med-ph,physics,2019-03,48,48
physics.med-ph,physics,2019-04,27,27
physics.med-ph,physics,2019-05,30,30
physics.med-ph,physics,2019-06,33,33
physics.med-ph,physics,2019-07,32,32
physics.med-ph,physics,2019-08,38,38
physics.med-ph,physics,2019-09,33,33
physics.med-ph,physics,2019-10,51,50
physics.med-ph,physics,2019-11,31,31
physics.med-ph,physics,2019-12,33,33
physics.med-ph,physics,2020-01,41,41
physics.med-ph,physics,2020-02,29,29
physics.med-ph,physics,2020-03,49,49
physics.med-ph,physics,2020-04,37,37
physics.med-ph,physics,2020-05,49,49
physics.med-ph,physics,2020-06,44,44
physics.med-ph,physics,2020-07,49,49
physics.med-ph,physics,2020-08,41,41
physics.med-ph,physics,2020-09,50,50
physics.med-ph,physics,2020-10,49,49
physics.med-ph,physics,2020-11,49,49
physics.med-ph,physics,2020-12,47,47
physics.med-ph,physics,2021-01,55,50
physics.med-ph,physics,2021-02,53,50
physics.med-ph,physics,2021-03,43,43
physics.med-ph,physics,2021-04,38,38
physics.med-ph,physics,2021-05,41,41
physics.med-ph,physics,2021-06,40,40
physics.med-ph,physics,2021-07,43,43
physics.med-ph,physics,2021-08,48,48
physics.med-ph,physics,2021-09,44,44
physics.med-ph,physics,2021-10,35,35
physics.med-ph,physics,2021-11,53,50
physics.med-ph,physics,2021-12,42,42
physics.med-ph,physics,2022-01,37,37
physics.med-ph,physics,2022-02,42,42
physics.med-ph,physics,2022-03,44,44
physics.med-ph,physics,2022-04,44,44
physics.med-ph,physics,2022-05,46,46
physics.med-ph,physics,2022-06,31,31
physics.med-ph,physics,2022-07,29,29
physics.med-ph,physics,2022-08,37,37
physics.med-ph,physics,2022-09,40,40
physics.med-ph,physics,2022-10,49,49
physics.med-ph,physics,2022-11,48,48
physics.med-ph,physics,2022-12,43,43
physics.med-ph,physics,2023-01,38,38
physics.med-ph,physics,2023-02,29,29
physics.med-ph,physics,2023-03,43,43
physics.med-ph,physics,2023-04,49,49
physics.med-ph,physics,2023-05,51,50
physics.med-ph,physics,2023-06,53,50
physics.med-ph,physics,2023-07,36,36
physics.med-ph,physics,2023-08,49,49
physics.med-ph,physics,2023-09,54,50
physics.med-ph,physics,2023-10,53,50
physics.med-ph,physics,2023-11,49,49
physics.med-ph,physics,2023-12,53,50
physics.med-ph,physics,2024-01,46,46
physics.med-ph,physics,2024-02,43,43
physics.med-ph,physics,2024-03,62,50
physics.med-ph,physics,2024-04,39,39
physics.med-ph,physics,2024-05,41,41
physics.med-ph,physics,2024-06,67,50
physics.med-ph,physics,2024-07,51,50
physics.med-ph,physics,2024-08,48,48
physics.med-ph,physics,2024-09,56,50
physics.med-ph,physics,2024-10,64,50
physics.med-ph,physics,2024-11,67,50
physics.med-ph,physics,2024-12,57,50
physics.med-ph,physics,2025-01,61,50
physics.med-ph,physics,2025-02,55,50
physics.med-ph,physics,2025-03,65,50
physics.med-ph,physics,2025-04,61,50
physics.med-ph,physics,2025-05,54,50
physics.med-ph,physics,2025-06,57,50
physics.med-ph,physics,2025-07,54,50
physics.med-ph,physics,2025-08,71,50
physics.med-ph,physics,2025-09,86,50
physics.med-ph,physics,2025-10,74,50
physics.med-ph,physics,2025-11,63,50
physics.med-ph,physics,2025-12,62,50
physics.optics,physics,2018-01,124,50
physics.optics,physics,2018-02,143,50
physics.optics,physics,2018-03,114,50
physics.optics,physics,2018-04,114,50
physics.optics,physics,2018-05,160,50
physics.optics,physics,2018-06,131,50
physics.optics,physics,2018-07,138,50
physics.optics,physics,2018-08,127,50
physics.optics,physics,2018-09,118,50
physics.optics,physics,2018-10,182,50
physics.optics,physics,2018-11,179,50
physics.optics,physics,2018-12,152,50
physics.optics,physics,2019-01,132,50
physics.optics,physics,2019-02,146,50
physics.optics,physics,2019-03,171,50
physics.optics,physics,2019-04,169,50
physics.optics,physics,2019-05,187,50
physics.optics,physics,2019-06,144,50
physics.optics,physics,2019-07,156,50
physics.optics,physics,2019-08,130,50
physics.optics,physics,2019-09,183,50
physics.optics,physics,2019-10,182,50
physics.optics,physics,2019-11,162,50
physics.optics,physics,2019-12,172,50
physics.optics,physics,2020-01,174,50
physics.optics,physics,2020-02,160,50
physics.optics,physics,2020-03,182,50
physics.optics,physics,2020-04,191,50
physics.optics,physics,2020-05,189,50
physics.optics,physics,2020-06,183,50
physics.optics,physics,2020-07,183,50
physics.optics,physics,2020-08,183,50
physics.optics,physics,2020-09,168,50
physics.optics,physics,2020-10,192,50
physics.optics,physics,2020-11,171,50
physics.optics,physics,2020-12,217,50
physics.optics,physics,2021-01,188,50
physics.optics,physics,2021-02,192,50
physics.optics,physics,2021-03,235,50
physics.optics,physics,2021-04,220,50
physics.optics,physics,2021-05,210,50
physics.optics,physics,2021-06,202,50
physics.optics,physics,2021-07,189,50
physics.optics,physics,2021-08,205,50
physics.optics,physics,2021-09,201,50
physics.optics,physics,2021-10,171,50
physics.optics,physics,2021-11,194,50
physics.optics,physics,2021-12,202,50
physics.optics,physics,2022-01,190,50
physics.optics,physics,2022-02,179,50
physics.optics,physics,2022-03,241,50
physics.optics,physics,2022-04,181,50
physics.optics,physics,2022-05,194,50
physics.optics,physics,2022-06,215,50
physics.optics,physics,2022-07,187,50
physics.optics,physics,2022-08,242,50
physics.optics,physics,2022-09,192,50
physics.optics,physics,2022-10,202,50
physics.optics,physics,2022-11,216,50
physics.optics,physics,2022-12,199,50
physics.optics,physics,2023-01,203,50
physics.optics,physics,2023-02,154,50
physics.optics,physics,2023-03,197,50
physics.optics,physics,2023-04,176,50
physics.optics,physics,2023-05,255,50
physics.optics,physics,2023-06,242,50
physics.optics,physics,2023-07,206,50
physics.optics,physics,2023-08,209,50
physics.optics,physics,2023-09,200,50
physics.optics,physics,2023-10,285,50
physics.optics,physics,2023-11,245,50
physics.optics,physics,2023-12,184,50
physics.optics,physics,2024-01,225,50
physics.optics,physics,2024-02,243,50
physics.optics,physics,2024-03,244,50
physics.optics,physics,2024-04,256,50
physics.optics,physics,2024-05,231,50
physics.optics,physics,2024-06,218,50
physics.optics,physics,2024-07,245,50
physics.optics,physics,2024-08,224,50
physics.optics,physics,2024-09,247,50
physics.optics,physics,2024-10,288,50
physics.optics,physics,2024-11,293,50
physics.optics,physics,2024-12,311,50
physics.optics,physics,2025-01,273,50
physics.optics,physics,2025-02,249,50
physics.optics,physics,2025-03,280,50
physics.optics,physics,2025-04,283,50
physics.optics,physics,2025-05,295,50
physics.optics,physics,2025-06,275,50
physics.optics,physics,2025-07,333,50
physics.optics,physics,2025-08,268,50
physics.optics,physics,2025-09,343,50
physics.optics,physics,2025-10,357,50
physics.optics,physics,2025-11,289,50
physics.optics,physics,2025-12,382,50
physics.plasm-ph,physics,2018-01,65,50
physics.plasm-ph,physics,2018-02,68,50
physics.plasm-ph,physics,2018-03,58,50
physics.plasm-ph,physics,2018-04,59,50
physics.plasm-ph,physics,2018-05,54,50
physics.plasm-ph,physics,2018-06,57,50
physics.plasm-ph,physics,2018-07,56,50
physics.plasm-ph,physics,2018-08,55,50
physics.plasm-ph,physics,2018-09,65,50
physics.plasm-ph,physics,2018-10,69,50
physics.plasm-ph,physics,2018-11,60,50
physics.plasm-ph,physics,2018-12,49,49
physics.plasm-ph,physics,2019-01,64,50
physics.plasm-ph,physics,2019-02,44,44
physics.plasm-ph,physics,2019-03,64,50
physics.plasm-ph,physics,2019-04,67,50
physics.plasm-ph,physics,2019-05,40,40
physics.plasm-ph,physics,2019-06,55,50
physics.plasm-ph,physics,2019-07,64,50
physics.plasm-ph,physics,2019-08,52,50
physics.plasm-ph,physics,2019-09,61,50
physics.plasm-ph,physics,2019-10,62,50
physics.plasm-ph,physics,2019-11,66,50
physics.plasm-ph,physics,2019-12,61,50
physics.plasm-ph,physics,2020-01,51,50
physics.plasm-ph,physics,2020-02,58,50
physics.plasm-ph,physics,2020-03,64,50
physics.plasm-ph,physics,2020-04,59,50
physics.plasm-ph,physics,2020-05,69,50
physics.plasm-ph,physics,2020-06,65,50
physics.plasm-ph,physics,2020-07,73,50
physics.plasm-ph,physics,2020-08,58,50
physics.plasm-ph,physics,2020-09,70,50
physics.plasm-ph,physics,2020-10,74,50
physics.plasm-ph,physics,2020-11,94,50
physics.plasm-ph,physics,2020-12,83,50
physics.plasm-ph,physics,2021-01,59,50
physics.plasm-ph,physics,2021-02,66,50
physics.plasm-ph,physics,2021-03,89,50
physics.plasm-ph,physics,2021-04,101,50
physics.plasm-ph,physics,2021-05,69,50
physics.plasm-ph,physics,2021-06,82,50
physics.plasm-ph,physics,2021-07,68,50
physics.plasm-ph,physics,2021-08,64,50
physics.plasm-ph,physics,2021-09,82,50
physics.plasm-ph,physics,2021-10,66,50
physics.plasm-ph,physics,2021-11,71,50
physics.plasm-ph,physics,2021-12,61,50
physics.plasm-ph,physics,2022-01,72,50
physics.plasm-ph,physics,2022-02,54,50
physics.plasm-ph,physics,2022-03,76,50
physics.plasm-ph,physics,2022-04,66,50
physics.plasm-ph,physics,2022-05,61,50
physics.plasm-ph,physics,2022-06,52,50
physics.plasm-ph,physics,2022-07,53,50
physics.plasm-ph,physics,2022-08,77,50
physics.plasm-ph,physics,2022-09,71,50
physics.plasm-ph,physics,2022-10,63,50
physics.plasm-ph,physics,2022-11,91,50
physics.plasm-ph,physics,2022-12,69,50
physics.plasm-ph,physics,2023-01,69,50
physics.plasm-ph,physics,2023-02,80,50
physics.plasm-ph,physics,2023-03,71,50
physics.plasm-ph,physics,2023-04,73,50
physics.plasm-ph,physics,2023-05,77,50
physics.plasm-ph,physics,2023-06,91,50
physics.plasm-ph,physics,2023-07,60,50
physics.plasm-ph,physics,2023-08,60,50
physics.plasm-ph,physics,2023-09,70,50
physics.plasm-ph,physics,2023-10,89,50
physics.plasm-ph,physics,2023-11,81,50
physics.plasm-ph,physics,2023-12,68,50
physics.plasm-ph,physics,2024-01,79,50
physics.plasm-ph,physics,2024-02,80,50
physics.plasm-ph,physics,2024-03,68,50
physics.plasm-ph,physics,2024-04,88,50
physics.plasm-ph,physics,2024-05,98,50
physics.plasm-ph,physics,2024-06,83,50
physics.plasm-ph,physics,2024-07,87,50
physics.plasm-ph,physics,2024-08,76,50
physics.plasm-ph,physics,2024-09,84,50
physics.plasm-ph,physics,2024-10,103,50
physics.plasm-ph,physics,2024-11,88,50
physics.plasm-ph,physics,2024-12,96,50
physics.plasm-ph,physics,2025-01,77,50
physics.plasm-ph,physics,2025-02,89,50
physics.plasm-ph,physics,2025-03,75,50
physics.plasm-ph,physics,2025-04,98,50
physics.plasm-ph,physics,2025-05,90,50
physics.plasm-ph,physics,2025-06,113,50
physics.plasm-ph,physics,2025-07,96,50
physics.plasm-ph,physics,2025-08,79,50
physics.plasm-ph,physics,2025-09,107,50
physics.plasm-ph,physics,2025-10,91,50
physics.plasm-ph,physics,2025-11,89,50
physics.plasm-ph,physics,2025-12,119,50
physics.pop-ph,physics,2018-01,10,10
physics.pop-ph,physics,2018-02,13,13
physics.pop-ph,physics,2018-03,14,14
physics.pop-ph,physics,2018-04,12,12
physics.pop-ph,physics,2018-05,7,7
physics.pop-ph,physics,2018-06,17,17
physics.pop-ph,physics,2018-07,12,12
physics.pop-ph,physics,2018-08,8,8
physics.pop-ph,physics,2018-09,4,4
physics.pop-ph,physics,2018-10,6,6
physics.pop-ph,physics,2018-11,8,8
physics.pop-ph,physics,2018-12,2,2
physics.pop-ph,physics,2019-01,8,8
physics.pop-ph,physics,2019-02,4,4
physics.pop-ph,physics,2019-03,14,14
physics.pop-ph,physics,2019-04,6,6
physics.pop-ph,physics,2019-05,6,6
physics.pop-ph,physics,2019-06,6,6
physics.pop-ph,physics,2019-07,7,7
physics.pop-ph,physics,2019-08,9,9
physics.pop-ph,physics,2019-09,7,7
physics.pop-ph,physics,2019-10,10,10
physics.pop-ph,physics,2019-11,2,2
physics.pop-ph,physics,2019-12,8,8
physics.pop-ph,physics,2020-01,12,12
physics.pop-ph,physics,2020-02,7,7
physics.pop-ph,physics,2020-03,12,12
physics.pop-ph,physics,2020-04,10,10
physics.pop-ph,physics,2020-05,12,12
physics.pop-ph,physics,2020-06,9,9
physics.pop-ph,physics,2020-07,10,10
physics.pop-ph,physics,2020-08,7,7
physics.pop-ph,physics,2020-09,15,15
physics.pop-ph,physics,2020-10,8,8
physics.pop-ph,physics,2020-11,9,9
physics.pop-ph,physics,2020-12,5,5
physics.pop-ph,physics,2021-01,6,6
physics.pop-ph,physics,2021-02,3,3
physics.pop-ph,physics,2021-03,14,14
physics.pop-ph,physics,2021-04,11,11
physics.pop-ph,physics,2021-05,10,10
physics.pop-ph,physics,2021-06,8,8
physics.pop-ph,physics,2021-07,2,2
physics.pop-ph,physics,2021-08,8,8
physics.pop-ph,physics,2021-09,4,4
physics.pop-ph,physics,2021-10,15,15
physics.pop-ph,physics,2021-11,2,2
physics.pop-ph,physics,2021-12,3,3
physics.pop-ph,physics,2022-01,10,10
physics.pop-ph,physics,2022-02,3,3
physics.pop-ph,physics,2022-03,11,11
physics.pop-ph,physics,2022-04,5,5
physics.pop-ph,physics,2022-05,6,6
physics.pop-ph,physics,2022-06,4,4
physics.pop-ph,physics,2022-07,2,2
physics.pop-ph,physics,2022-08,7,7
physics.pop-ph,physics,2022-09,4,4
physics.pop-ph,physics,2022-10,8,8
physics.pop-ph,physics,2022-11,7,7
physics.pop-ph,physics,2022-12,3,3
physics.pop-ph,physics,2023-01,7,7
physics.pop-ph,physics,2023-02,3,3
physics.pop-ph,physics,2023-03,4,4
physics.pop-ph,physics,2023-04,1,1
physics.pop-ph,physics,2023-05,4,4
physics.pop-ph,physics,2023-06,6,6
physics.pop-ph,physics,2023-07,3,3
physics.pop-ph,physics,2023-08,6,6
physics.pop-ph,physics,2023-09,11,11
physics.pop-ph,physics,2023-10,4,4
physics.pop-ph,physics,2023-11,4,4
physics.pop-ph,physics,2023-12,2,2
physics.pop-ph,physics,2024-01,5,5
physics.pop-ph,physics,2024-02,4,4
physics.pop-ph,physics,2024-03,7,7
physics.pop-ph,physics,2024-04,2,2
physics.pop-ph,physics,2024-05,13,13
physics.pop-ph,physics,2024-06,3,3
physics.pop-ph,physics,2024-07,3,3
physics.pop-ph,physics,2024-08,8,8
physics.pop-ph,physics,2024-09,1,1
physics.pop-ph,physics,2024-10,7,7
physics.pop-ph,physics,2024-11,6,6
physics.pop-ph,physics,2024-12,5,5
physics.pop-ph,physics,2025-01,4,4
physics.pop-ph,physics,2025-02,2,2
physics.pop-ph,physics,2025-03,10,10
physics.pop-ph,physics,2025-04,3,3
physics.pop-ph,physics,2025-05,3,3
physics.pop-ph,physics,2025-06,2,2
physics.pop-ph,physics,2025-07,2,2
physics.pop-ph,physics,2025-08,2,2
physics.pop-ph,physics,2025-09,2,2
physics.pop-ph,physics,2025-10,6,6
physics.pop-ph,physics,2025-11,4,4
physics.pop-ph,physics,2025-12,6,6
physics.soc-ph,physics,2018-01,63,50
physics.soc-ph,physics,2018-02,70,50
physics.soc-ph,physics,2018-03,69,50
physics.soc-ph,physics,2018-04,56,50
physics.soc-ph,physics,2018-05,75,50
physics.soc-ph,physics,2018-06,61,50
physics.soc-ph,physics,2018-07,57,50
physics.soc-ph,physics,2018-08,61,50
physics.soc-ph,physics,2018-09,64,50
physics.soc-ph,physics,2018-10,62,50
physics.soc-ph,physics,2018-11,63,50
physics.soc-ph,physics,2018-12,60,50
physics.soc-ph,physics,2019-01,68,50
physics.soc-ph,physics,2019-02,42,42
physics.soc-ph,physics,2019-03,55,50
physics.soc-ph,physics,2019-04,60,50
physics.soc-ph,physics,2019-05,58,50
physics.soc-ph,physics,2019-06,55,50
physics.soc-ph,physics,2019-07,59,50
physics.soc-ph,physics,2019-08,63,50
physics.soc-ph,physics,2019-09,69,50
physics.soc-ph,physics,2019-10,73,50
physics.soc-ph,physics,2019-11,64,50
physics.soc-ph,physics,2019-12,60,50
physics.soc-ph,physics,2020-01,78,50
physics.soc-ph,physics,2020-02,79,50
physics.soc-ph,physics,2020-03,103,50
physics.soc-ph,physics,2020-04,122,50
physics.soc-ph,physics,2020-05,133,50
physics.soc-ph,physics,2020-06,132,50
physics.soc-ph,physics,2020-07,120,50
physics.soc-ph,physics,2020-08,98,50
physics.soc-ph,physics,2020-09,91,50
physics.soc-ph,physics,2020-10,78,50
physics.soc-ph,physics,2020-11,87,50
physics.soc-ph,physics,2020-12,71,50
physics.soc-ph,physics,2021-01,75,50
physics.soc-ph,physics,2021-02,60,50
physics.soc-ph,physics,2021-03,89,50
physics.soc-ph,physics,2021-04,88,50
physics.soc-ph,physics,2021-05,60,50
physics.soc-ph,physics,2021-06,79,50
physics.soc-ph,physics,2021-07,101,50
physics.soc-ph,physics,2021-08,81,50
physics.soc-ph,physics,2021-09,87,50
physics.soc-ph,physics,2021-10,61,50
physics.soc-ph,physics,2021-11,94,50
physics.soc-ph,physics,2021-12,73,50
physics.soc-ph,physics,2022-01,86,50
physics.soc-ph,physics,2022-02,65,50
physics.soc-ph,physics,2022-03,66,50
physics.soc-ph,physics,2022-04,50,50
physics.soc-ph,physics,2022-05,77,50
physics.soc-ph,physics,2022-06,70,50
physics.soc-ph,physics,2022-07,63,50
physics.soc-ph,physics,2022-08,78,50
physics.soc-ph,physics,2022-09,68,50
physics.soc-ph,physics,2022-10,68,50
physics.soc-ph,physics,2022-11,74,50
physics.soc-ph,physics,2022-12,76,50
physics.soc-ph,physics,2023-01,55,50
physics.soc-ph,physics,2023-02,44,44
physics.soc-ph,physics,2023-03,86,50
physics.soc-ph,physics,2023-04,63,50
physics.soc-ph,physics,2023-05,85,50
physics.soc-ph,physics,2023-06,83,50
physics.soc-ph,physics,2023-07,110,50
physics.soc-ph,physics,2023-08,76,50
physics.soc-ph,physics,2023-09,57,50
physics.soc-ph,physics,2023-10,89,50
physics.soc-ph,physics,2023-11,97,50
physics.soc-ph,physics,2023-12,69,50
physics.soc-ph,physics,2024-01,88,50
physics.soc-ph,physics,2024-02,84,50
physics.soc-ph,physics,2024-03,100,50
physics.soc-ph,physics,2024-04,87,50
physics.soc-ph,physics,2024-05,83,50
physics.soc-ph,physics,2024-06,79,50
physics.soc-ph,physics,2024-07,75,50
physics.soc-ph,physics,2024-08,62,50
physics.soc-ph,physics,2024-09,80,50
physics.soc-ph,physics,2024-10,100,50
physics.soc-ph,physics,2024-11,64,50
physics.soc-ph,physics,2024-12,75,50
physics.soc-ph,physics,2025-01,105,50
physics.soc-ph,physics,2025-02,74,50
physics.soc-ph,physics,2025-03,78,50
physics.soc-ph,physics,2025-04,82,50
physics.soc-ph,physics,2025-05,89,50
physics.soc-ph,physics,2025-06,93,50
physics.soc-ph,physics,2025-07,95,50
physics.soc-ph,physics,2025-08,85,50
physics.soc-ph,physics,2025-09,96,50
physics.soc-ph,physics,2025-10,128,50
physics.soc-ph,physics,2025-11,102,50
physics.soc-ph,physics,2025-12,105,50
physics.space-ph,physics,2018-01,16,16
physics.space-ph,physics,2018-02,16,16
physics.space-ph,physics,2018-03,18,18
physics.space-ph,physics,2018-04,14,14
physics.space-ph,physics,2018-05,8,8
physics.space-ph,physics,2018-06,14,14
physics.space-ph,physics,2018-07,20,20
physics.space-ph,physics,2018-08,20,20
physics.space-ph,physics,2018-09,15,15
physics.space-ph,physics,2018-10,13,13
physics.space-ph,physics,2018-11,16,16
physics.space-ph,physics,2018-12,14,14
physics.space-ph,physics,2019-01,23,23
physics.space-ph,physics,2019-02,20,20
physics.space-ph,physics,2019-03,21,21
physics.space-ph,physics,2019-04,18,18
physics.space-ph,physics,2019-05,21,21
